,end,entity,full_context,id,start
10,725.0,Александра,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».","['Q167423', 'Q232728', 'Q200223']",715.0
11,735.0,Медведева,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».","['Q15268029', 'Q16021936']",726.0
12,786.0,Китай,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q148'],781.0
13,831.0,Восточная Сибирь,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q1191996'],815.0
14,839.0,Тихий,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».","['Q4458482', 'Q4458480', 'Q18649539']",834.0
15,845.0,Океан,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q715269'],840.0
16,851.0,ВСТО,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q1193010'],847.0
17,924.0,О,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».","['Q211593', 'Q324184', 'Q45764']",923.0
18,944.0,Россия,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».",['Q159'],938.0
19,1191.0,Си,"Новый председатель КНР Си Цзиньпин в пятницу, 22 марта, прибыл с визитом в Москву, который стал его первой зарубежной поездкой, сообщает BBC News. Как ожидается, одной из основных целей визита станет подписание соглашений о поставках в Китай российских нефти и газа. В ходе встречи с российским руководством Си Цзиньпин должен подписать документы об увеличении поставок нефти, а также о строительстве газопровода.

О достижении договоренностей между Москвой и Пекином относительно поставок углеводородов сообщалось в феврале и марте 2013 года. Параметры сделок обсуждались во время визитов в Китай президента «Роснефти» Игоря Сечина, вице-премьера Аркадия Дворковича и заместителя председателя правления «Газпрома» Александра Медведева.

Ожидается, что нефть будет прокачиваться в Китай по ответвлению трубопровода Восточная Сибирь — Тихий Океан (ВСТО). Нынешние объемы поставок по нему составляют 15 миллионов тонн в год. О том, сколько Россия намерена в будущем продавать Китаю, однозначных данных нет. Согласно последним сведениям, речь идет об увеличении к 2018 году до 50 миллионов тонн в год. В том же сообщении говорилось, что контракт может быть подписан в ходе московского визита Си Цзиньпина.

Что касается газа, то объем его поставок может составить 38 миллиардов кубометров в год, однако эти цифры не окончательные. Предполагается, что для продажи газа из Западной Сибири в Китай проложат трубопровод, который станет частью проекта «Алтай». Контракт, о котором стороны не могут договориться уже несколько лет, планируется подписать до конца 2013 года. Кроме того, предложение о покупке сжиженного природного газа Пекин получил от «Роснефти».","['Q599492', 'Q1782483', 'Q216941']",1189.0
